"id","chapter","name","scene","roundCount","spawnCount","distinctMonsterCount","maxRoundAttackMultiple","maxRoundHpMultiple","effectiveAttackLoad","effectiveHpLoad","difficultyProxy","homeHp","enemyHomeHp","enemyHomeGold","recommendedHeroes","monsters"
"1164","164","荒漠沙地","image/unpack/fightscene/fightscene_03","15","296","6","130825","203844","798191.7378","4637586.9595","1923975.9859","500","58310","5190","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1165","165","雪山脚下","image/unpack/fightscene/fightscene_02","15","226","6","130825","203844","612492.5477","6186281.583","1946548.5782","500","58710","5220","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1166","166","无尽雪山","image/unpack/fightscene/fightscene_02","15","296","6","130825","203844","772839.8689","2935737.7949","1506271.9584","500","59110","5250","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1167","167","青绿草原","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","843539.1681","3916916.0728","1817710.6826","500","59520","5280","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1168","168","草原咆哮","image/unpack/fightscene/fightscene_01","15","296","5","130825","203844","693158.6547","5554607.9566","1962198.9142","500","59920","5310","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1169","169","初见火山","image/unpack/fightscene/fightscene_04","15","321","6","130825","203844","928352.64","4251369.4714","1986647.9487","500","60330","5340","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1170","170","火山熔岩","image/unpack/fightscene/fightscene_04","15","267","6","130825","203844","744992.6348","4361510.6799","1802579.6329","500","60740","5370","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1171","171","宁静森林","image/unpack/fightscene/fightscene_01","15","276","5","130825","203844","826401.4564","5153275.9372","2063655.6737","500","61160","5400","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1172","172","密林深处","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","778280.6022","6009517.5432","2162658.3024","500","61580","5430","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1173","173","荒漠边缘","image/unpack/fightscene/fightscene_03","15","291","5","130825","203844","904318.1883","4651475.0803","2050954.2944","500","62000","5460","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1174","174","荒漠沙地","image/unpack/fightscene/fightscene_03","15","276","6","130825","203844","847326.0681","3985222.7184","1837602.5404","500","62420","5490","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1175","175","雪山脚下","image/unpack/fightscene/fightscene_02","15","290","6","130825","203844","903625.9556","4370418.8858","1987265.4433","500","62850","5520","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1176","176","无尽雪山","image/unpack/fightscene/fightscene_02","15","249","6","130825","203844","817643.5556","5008108.5336","2023572.9956","500","63280","5550","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1177","177","青绿草原","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","831767.5067","5122237.9435","2064100.5506","500","63710","5580","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1178","178","草原咆哮","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","787263.2401","4384289.2018","1857845.4518","500","64140","5610","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1179","179","初见火山","image/unpack/fightscene/fightscene_04","15","296","6","130825","203844","927602.2887","5541285.8952","2267180.9541","500","64580","5640","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1180","180","火山熔岩","image/unpack/fightscene/fightscene_04","15","226","6","130825","203844","711704.8079","7390258.2075","2293399.7248","500","65020","5670","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1181","181","宁静森林","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","898026.132","3507093.417","1774672.2334","500","65470","5700","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1182","182","密林深处","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","980054.6886","4678276.9695","2141253.6699","500","65920","5730","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1183","183","荒漠边缘","image/unpack/fightscene/fightscene_03","15","296","5","130825","203844","805335.652","6634298.445","2311457.7789","500","66370","5760","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1184","184","荒漠沙地","image/unpack/fightscene/fightscene_03","15","321","6","130825","203844","1078454.8959","5076708.6012","2339872.0576","500","66820","5790","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1185","185","雪山脚下","image/unpack/fightscene/fightscene_02","15","267","6","130825","203844","865447.6303","5208225.0619","2123074.6662","500","67280","5820","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
"1186","186","无尽雪山","image/unpack/fightscene/fightscene_02","15","276","5","130825","203844","959898.8508","6152475.5364","2430175.7544","500","67740","5850","H05:仓鼠召唤师;H04:仓鼠骑士","Boss02:精英云云猪x2;Boss07:精英鬼鬼羊x1;M02:云云猪x193;M12:先锋狼x30;M13:爆爆虫x50"
"1187","187","青绿草原","image/unpack/fightscene/fightscene_01","15","276","4","130825","203844","903890.2831","6979416.5468","2511697.9911","500","68200","5880","H05:仓鼠召唤师;H03:仓鼠法师","Boss11:精英海马狼x3;M11:海马狼x139;M12:先锋狼x67;M13:爆爆虫x67"
"1188","188","草原咆哮","image/unpack/fightscene/fightscene_01","15","291","5","130825","203844","1050268.4129","5402188.5365","2381963.0519","500","68660","5910","H14:鲨鱼齿轮;H12:雷云齿轮","Boss01:巨型莱莱姆x2;Boss03:精英僵僵猫x1;M01:莱莱姆x182;M03:僵僵猫x48;M13:爆爆虫x58"
"1189","189","初见火山","image/unpack/fightscene/fightscene_04","15","276","6","130825","203844","958130.027","4506366.1965","2077903.9356","500","69130","5940","H14:鲨鱼齿轮;H13:火炮齿轮","B02:惊乍怪x1;Boss01:巨型莱莱姆x1;Boss03:精英僵僵猫x1;M01:莱莱姆x160;M03:僵僵猫x69;M05:火火炉x44"
"1190","190","火山熔岩","image/unpack/fightscene/fightscene_04","15","290","6","130825","203844","1021790.3076","4941924.9525","2247133.9562","500","69600","5970","H06:仓鼠飞行员;H13:火炮齿轮","B01:大恶魔x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x180;M05:火火炉x50;M09:恶魔犬x57"
"1191","191","宁静森林","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","948223.921","5662721.9415","2317224.2884","500","70080","6000","H06:仓鼠飞行员;H01:仓鼠战士","B03:冰岩国王x1;Boss02:精英云云猪x1;Boss09:巨型恶魔犬x1;M02:云云猪x103;M04:冰坨坨x52;M09:恶魔犬x91"
"1192","192","密林深处","image/unpack/fightscene/fightscene_01","15","249","6","130825","203844","964601.2232","5791773.4257","2363631.048","500","70560","6030","H01:仓鼠战士;H02:仓鼠射手","B01:大恶魔x1;Boss06:精英冰冰狗x1;Boss09:巨型恶魔犬x1;M04:冰坨坨x52;M06:冰冰狗x118;M09:恶魔犬x76"
"1193","193","荒漠边缘","image/unpack/fightscene/fightscene_03","15","249","6","130825","203844","912884.012","4957095.7508","2127264.3129","500","71040","6060","H16:仓鼠怪兽;H11:治疗齿轮","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x52;M05:火火炉x118;M14:厄厄怪x76"
"1194","194","荒漠沙地","image/unpack/fightscene/fightscene_03","15","296","6","130825","203844","1075617.3877","6265248.6806","2595960.404","500","71530","6090","H16:仓鼠怪兽;H01:仓鼠战士","B03:冰岩国王x1;Boss06:精英冰冰狗x1;Boss14:巨型厄厄怪x1;M06:冰冰狗x165;M12:先锋狼x32;M14:厄厄怪x96"
"1195","195","雪山脚下","image/unpack/fightscene/fightscene_02","15","226","6","130825","203844","825171.6868","8355351.5206","2625756.94","500","72010","6120","H16:仓鼠怪兽;H03:仓鼠法师","B03:冰岩国王x1;Boss07:精英鬼鬼羊x1;Boss14:巨型厄厄怪x1;M04:冰坨坨x71;M12:先锋狼x79;M13:爆爆虫x73"
"1196","196","无尽雪山","image/unpack/fightscene/fightscene_02","15","296","6","130825","203844","1041198.2086","3965073.5352","2031853.2087","500","72510","6150","H17:镭射齿轮;H06:仓鼠飞行员","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss10:精英脏脏蛇x1;M02:云云猪x107;M03:僵僵猫x105;M10:脏脏蛇x81"
"1197","197","青绿草原","image/unpack/fightscene/fightscene_01","15","296","6","130825","203844","1136169.5264","5288914.2175","2451347.2136","500","73000","6180","H17:镭射齿轮;H04:仓鼠骑士","Boss01:巨型莱莱姆x1;Boss10:精英脏脏蛇x1;Boss11:精英海马狼x1;M01:莱莱姆x107;M10:脏脏蛇x81;M11:海马狼x105"
"1198","198","草原咆哮","image/unpack/fightscene/fightscene_01","15","296","5","130825","203844","933622.1359","7500268.2753","2646207.9448","500","73500","6210","H17:镭射齿轮;H05:仓鼠召唤师","Boss10:精英脏脏蛇x1;Boss11:精英海马狼x2;M10:脏脏蛇x81;M11:海马狼x107;M12:先锋狼x105"
"1199","199","初见火山","image/unpack/fightscene/fightscene_04","15","321","6","130825","203844","1250099.4891","5739050.5849","2678504.0982","500","74000","6240","H03:仓鼠法师;H12:雷云齿轮","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x220;M03:僵僵猫x41;M07:鬼鬼羊x57"
"1200","200","火山熔岩","image/unpack/fightscene/fightscene_04","15","267","6","130825","203844","1003192.8485","5887750.6079","2430339.3392","500","74510","6270","H11:治疗齿轮;H02:仓鼠射手","Boss02:精英云云猪x1;Boss03:精英僵僵猫x1;Boss07:精英鬼鬼羊x1;M02:云云猪x174;M03:僵僵猫x56;M12:先锋狼x34"
